X,Y,id,Nombre,Tipo
-77.6390086156565,8.83916451004818,1,A,Batería
-77.6366041183056,8.8377549771183,2,B,Batería
-77.6232321753125,8.81914599275318,3,D,Carenero
-77.6327521039288,8.82294417507005,4,D,Carenero
-77.686020684553,8.86611146311934,,E - Ranchería de Aglatomate,Ranchería
-77.6867669078688,8.82892466788113,,F - Población de Aglatomate,Poblado
-77.689088491518,8.87058880301425,,G,Playa
-77.6958045013604,8.870671716716,,H - Aglaseniqua,Poblado
-77.6992091452388,8.88337824151034,,H - Aglaseniqua,Poblado
